날짜,종가,시가,고가,저가,거래량,변동 %,log_price,12m_log_return,z_score
2017-07-01,1118.4,"1,145.60","1,158.72","1,110.23",,-2.27%,7.019654371479546,0.006737596642709676,0.038345223294642544
2017-08-01,1123.85,"1,119.40","1,148.58","1,115.38",,0.49%,7.024515569590836,0.007645829827977124,0.02919114234637735
2017-09-01,1144.29,"1,124.85","1,151.69","1,118.04",,1.82%,7.04253963631843,0.038647246806171154,-0.2832720941139191
2017-10-01,1117.42,"1,145.13","1,149.68","1,116.04",,-2.35%,7.018777735558264,-0.021522199383856133,0.32317566618632015
2017-11-01,1087.13,"1,118.42","1,122.38","1,074.71",,-2.71%,6.991296475186463,-0.07890923094721725,0.9015794735267929
2017-12-01,1066.37,"1,088.14","1,097.08","1,063.94",,-1.91%,6.972015636435778,-0.12325601621741811,1.3485506575176216
2018-01-01,1069.08,"1,067.38","1,077.85","1,055.67",,0.25%,6.974553744520553,-0.07352853455286201,0.8473474424240512
2018-02-01,1084.21,"1,070.12","1,099.04","1,061.85",,1.42%,6.988606890174221,-0.04700496004868526,0.5800163737216018
2018-03-01,1060.25,"1,085.21","1,088.32","1,060.47",,-2.21%,6.9662600083547,-0.05182840231178343,0.6286318412490098
2018-04-01,1069.33,"1,060.56","1,084.95","1,052.78",,0.86%,6.974787563106454,-0.06124658813537032,0.7235577224141319
2018-05-01,1079.59,"1,070.45","1,087.59","1,064.14",,0.96%,6.984336618411065,-0.03554126170801997,0.464473774883351
2018-06-01,1113.91,"1,080.59","1,126.10","1,065.78",,3.18%,7.015631627277406,-0.02703034816522809,0.3786922897117195
2018-07-01,1112.25,"1,115.01","1,141.11","1,109.25",,-0.15%,7.014140269686151,-0.005514101793394843,0.16183007394432344
2018-08-01,1115.46,"1,113.25","1,138.89","1,104.08",,0.29%,7.0170221548701806,-0.007493414720655345,0.18177956604833073
2018-09-01,1109.98,"1,115.65","1,131.77","1,107.14",,-0.49%,7.012097276126036,-0.03044236019239399,0.41308195395189323
2018-10-01,1141.02,"1,110.00","1,147.18","1,108.39",,2.80%,7.03967787819224,0.020900142633975882,-0.10439905707362301
2018-11-01,1119.44,"1,142.03","1,142.76","1,110.83",,-1.89%,7.0205838392474575,0.029287364060994747,-0.18893384959097226
2018-12-01,1113.3,"1,120.56","1,135.65","1,103.93",,-0.55%,7.015083856734662,0.04306822029888391,-0.3278310794922281
2019-01-01,1111.4,"1,114.30","1,134.65","1,108.54",,-0.17%,7.013375760845821,0.03882201632526794,-0.28503359584172727
2019-02-01,1124.6,"1,112.40","1,130.89","1,110.73",,1.19%,7.025182695858101,0.036575805683879636,-0.2623940420667039
2019-03-01,1136.1,"1,125.95","1,140.36","1,123.36",,1.02%,7.035356623575859,0.06909661522115851,-0.5901712339116616
2019-04-01,1163.25,"1,137.02","1,169.69","1,130.82",,2.39%,7.058973090724758,0.08418552761830433,-0.7422523599322675
2019-05-01,1187.8,"1,164.25","1,197.09","1,160.21",,2.11%,7.07985813558176,0.09552151717069446,-0.856507782079951
2019-06-01,1155.38,"1,188.80","1,191.20","1,151.89",,-2.73%,7.052184573174842,0.036552945897436295,-0.2621636383125174
2019-07-01,1187.32,"1,156.43","1,189.35","1,148.70",,2.76%,7.079453945472178,0.06531367578602687,-0.5520429928681654
2019-08-01,1209.5,"1,188.32","1,224.55","1,185.88",,1.87%,7.097962330050082,0.08094017517990171,-0.7095424574439111
2019-09-01,1198.09,"1,209.77","1,217.50","1,175.31",,-0.94%,7.088483901062318,0.07638662493628257,-0.6636472311867824
2019-10-01,1169.24,"1,199.09","1,207.89","1,159.17",,-2.41%,7.06410924407851,0.024431365886269596,-0.13999025107780833
2019-11-01,1180.7,"1,170.24","1,182.76","1,152.73",,0.98%,7.073862761913064,0.05327892266560674,-0.43074473373852135
2019-12-01,1154.07,"1,181.42","1,196.20","1,152.94",,-2.26%,7.051050103807244,0.035966247072582114,-0.2562503017134085
2020-01-01,1194.97,"1,155.07","1,198.55","1,150.30",,3.54%,7.085876359447975,0.0725005986021543,-0.6244799774388088
2020-02-01,1200.2,"1,195.96","1,222.96","1,176.06",,0.44%,7.090243488555412,0.06506079269731124,-0.5494941845862168
2020-03-01,1218.3,"1,200.21","1,292.93","1,178.81",,1.51%,7.1052117233603616,0.06985509978450288,-0.5978159987182012
2020-04-01,1212.94,"1,218.80","1,243.29","1,203.52",,-0.44%,7.10080244358216,0.04182935285740186,-0.31534453635831106
2020-05-01,1231.49,"1,213.94","1,244.89","1,213.10",,1.53%,7.11598009734898,0.036121961767220157,-0.2578197498933176
2020-06-01,1199.28,"1,231.47","1,232.19","1,184.24",,-2.62%,7.089476655704059,0.03729208252921712,-0.2696133953450765
2020-07-01,1193.59,"1,199.44","1,208.74","1,186.27",,-0.47%,7.084720851398314,0.005266905926136545,0.053168312879734246
2020-08-01,1187.94,"1,194.10","1,197.12","1,176.04",,-0.47%,7.079975993596662,-0.017986336453420293,0.2875377088729144
2020-09-01,1164.65,"1,188.07","1,193.21","1,156.46",,-1.96%,7.060175891677363,-0.028308009384955035,0.39156983527992684
2020-10-01,1136.49,"1,164.75","1,168.28","1,124.69",,-2.42%,7.03569984430976,-0.028409399768749566,0.3925917488101592
2020-11-01,1109.32,"1,136.60","1,147.82","1,101.61",,-2.39%,7.011502493969989,-0.0623602679430757,0.7347824995699913
2020-12-01,1084.47,"1,109.82","1,112.74","1,080.39",,-2.24%,6.988846667367025,-0.06220343644021842,0.733201795081671
2021-01-01,1117.64,"1,085.69","1,121.76","1,080.02",,3.06%,7.018974598282943,-0.06690176116503199,0.7805562031233838
2021-02-01,1123.89,"1,118.43","1,130.33","1,096.91",,0.56%,7.024551160895884,-0.06569232765952826,0.7683663245872179
2021-03-01,1127.17,"1,124.89","1,145.60","1,102.06",,0.29%,7.027465345609997,-0.07774637775036464,0.8898590778535131
2021-04-01,1117.16,"1,127.96","1,133.82","1,105.30",,-0.89%,7.018545029634848,-0.08225741394731223,0.935325805096311
2021-05-01,1106.58,"1,117.76","1,139.79","1,106.50",,-0.95%,7.00902945692277,-0.10695064042621016,1.1842087987243337
2021-06-01,1130.48,"1,108.08","1,139.47","1,104.69",,2.16%,7.03039760027449,-0.05907905542956904,0.7017111634370181
2021-07-01,1151.41,"1,130.63","1,159.96","1,128.00",,1.85%,7.0487425572830285,-0.03597829411528597,0.4688786238781057
2021-08-01,1158.73,"1,151.90","1,184.85","1,139.91",,0.64%,7.055079856752685,-0.024896136843977068,0.35718157692083763
2021-09-01,1184.23,"1,158.95","1,192.41","1,152.54",,2.20%,7.076848053335307,0.016672161657943718,-0.061785242989163304
2021-10-01,1174.47,"1,184.78","1,200.90","1,163.75",,-0.82%,7.0685722609885815,0.03287241667882146,-0.2250675896917723
2021-11-01,1182.71,"1,174.61","1,196.56","1,173.18",,0.70%,7.075563694450885,0.06406120048089647,-0.5394192960964045
2021-12-01,1187.96,"1,182.84","1,193.81","1,172.62",,0.44%,7.079992829322072,0.09114616195504688,-0.812408583249578
2022-01-01,1204.63,"1,189.80","1,213.86","1,184.04",,1.40%,7.093927744832133,0.0749531465491895,-0.6491992046161892
2022-02-01,1200.12,"1,204.75","1,211.47","1,189.64",,-0.37%,7.090176830776425,0.06562566988054108,-0.5551875808912542
2022-03-01,1214.17,"1,201.18","1,247.35","1,197.68",,1.17%,7.101815994764674,0.07435064915467748,-0.6431266342565654
2022-04-01,1263.03,"1,215.13","1,276.56","1,210.31",,4.02%,7.141268875037515,0.12272384540266668,-1.130680008613852
