,date,통계표,계정항목,금융기관 유형코드,단위,변환,value,log_yoy,credit_log_yoy_z
192,2019-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1163666.0,0.12283728936353455,0.37056107313095826
193,2019-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1041821.0,0.14282680487679578,0.6829868335528442
194,2019-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1183273.0,0.11933608069210422,0.3158389974087307
195,2019-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1214191.0,0.12387866799186753,0.38683728100744175
196,2019-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1284292.0,0.12254551690347881,0.3660008209006026
197,2019-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1229426.0,0.10267308199108527,0.055404969549422776
198,2019-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1311804.0,0.1081821562229095,0.14150894265254563
199,2019-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1306008.0,0.10738927409255261,0.12911660616308257
200,2019-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1230033.0,0.11060781293160993,0.1794206990047906
201,2019-10-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1312020.0,0.1126369839159409,0.2111355891123099
202,2019-11-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1267028.0,0.11221021973208423,0.20446548624894664
203,2019-12-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1306396.0,0.1261485772580322,0.42231478560727576
204,2020-01-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1235277.0,0.05971986987546174,-0.6159314592341313
205,2020-02-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1103517.0,0.05753220857821084,-0.6501234707356464
206,2020-03-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1124803.0,-0.05067641839236359,-2.341368190652041
207,2020-04-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1129783.0,-0.07205243251393867,-2.6754642052498707
208,2020-05-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1226171.0,-0.04631128797823614,-2.2731434661423484
209,2020-06-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1240145.0,0.008680914469513468,-1.41364386218174
210,2020-07-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1254766.0,-0.04445418810242252,-2.244117958220681
211,2020-08-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1243776.0,-0.04882324261496862,-2.3124040143535236
212,2020-09-01,7.5.1. 신용카드,전체 이용건수,합계,천건,원자료,1188972.0,-0.03395193006237207,-2.0799731117819134
